state,state_code,district_name,assembly_constituency_name,assembly_constituency_no,parliamentary_constituency_name,polling_station_name,polling_station_id,polling_station_type,polling_station_address,gps_lat,gps_lon,total_electors,male_electors,female_electors,other_electors,votes_polled,valid_votes,rejected_votes,candidate_1_name,candidate_1_party,candidate_1_votes,candidate_2_name,candidate_2_party,candidate_2_votes,gender_ratio_flag,caste_group,religion_group,age_category
Kerala,KL,Malappila Bay,AC_010,10,PC_02,Booth_2537001,2537001,Main,Beypore Port Road,11.1833,75.8,1844,877,967,0,1587,1584,3,M K Raghavan,INC,1234,P K Kunhalikutty,IUML,464,Female-Skewed,OBC,Hindu,36-50
Maharashtra,MH,Shirdi,AC_220,220,PC_38,Booth_2538001,2538001,Auxiliary,Shani Shingnapur Temple,19.4667,74.8667,1711,922,789,0,1456,1453,3,Sadhguru Bapu,SHS,1123,Bhausaheb Kamble,INC,344,Male-Skewed,OBC,Sikh,51-65
Gujarat,GJ,Jamnagar,AC_079,79,PC_12,Booth_2539001,2539001,Main,Dwarka Temple Road,22.2333,68.9667,1799,944,855,0,1523,1520,3,Poonamben Maadam,BJP,1234,Vikram Madam,INC,397,Male-Skewed,General,Hindu,65+
Rajasthan,RJ,Bharatpur,AC_074,74,PC_09,Booth_2540001,2540001,Auxiliary,Deeg Palace Road,27.4667,77.3167,1777,966,811,0,1523,1520,3,Ranjeeta Koli,BJP,1123,Abhijeet Jatav,INC,408,Male-Skewed,OBC,Muslim,18-25
Tamil Nadu,TN,Virudhunagar,AC_205,205,PC_34,Booth_2536001,2536001,Main,Sivakasi Cracker Market,9.45,77.8,1777,888,889,0,1523,1520,3,Manickam Tagore,INC,1234,Alagarsamy,DMK,397,Female-Skewed,General,Christian,36-50
Kerala,KL,Malappuram,AC_006,6,PC_06,Booth_2537001,2537001,Main,Manjeri Hill Road,11.1167,76.1167,1955,922,1033,0,1721,1718,3,P K Kunhalikutty,IUML,1456,E T Mohammed Basheer,CPM,273,Female-Skewed,OBC,Hindu,26-35
Maharashtra,MH,Shirur,AC_211,211,PC_36,Booth_2538001,2538001,Auxiliary,Talegaon Dabhade,18.7333,73.6833,1888,999,889,0,1654,1651,3,Dr Amol Kolhe,NCP,1345,Shivajirao Adhalrao,BJP,517,Male-Skewed,OBC,Hindu,36-50
Gujarat,GJ,Panchmahal,AC_126,126,PC_18,Booth_2539001,2539001,Main,Godhra Tribal Village,22.8333,73.6167,1666,888,778,0,1412,1409,3,Ratansinh Rathod,BJP,1123,Khant Vajesing,INC,297,Male-Skewed,OBC,Hindu,36-50
Rajasthan,RJ,Churu,AC_024,24,PC_03,Booth_2540001,2540001,Main,Taranagar Fort Road,28.6667,75.0333,1711,944,767,0,1456,1453,3,Rahul Kaswan,BJP,1234,Rafeeque Mandelia,INC,330,Male-Skewed,OBC,Sikh,26-35
Uttar Pradesh,UP,Fatehpur Sikri,AC_092,92,PC_17,Booth_2541001,2541001,Main,Fatehpur Sikri Fort Gate,27.1,77.6667,1823,977,846,0,1567,1564,3,Rajkumar Chahar,BJP,1234,Raj Babbar,INC,443,Male-Skewed,General,Hindu,36-50
Bihar,BR,Bhagalpur,AC_156,156,PC_26,Booth_2542001,2542001,Auxiliary,Sultanganj Ganga Ghat,25.2333,86.7333,1888,999,889,0,1654,1651,3,Ajay Kumar Mandal,JD(U),1345,Shailesh Kumar,RJD,517,Male-Skewed,General,Hindu,36-50
Odisha,OR,Puri,AC_107,107,PC_17,Booth_2543001,2543001,Main,Konark Sun Temple Road,19.8833,86.1,1777,922,855,0,1523,1520,3,Pinaki Misra,BJD,1234,Sambit Patra,BJP,397,Male-Skewed,SC,Sikh,18-25
Madhya Pradesh,MP,Damoh,AC_055,55,PC_08,Booth_2544001,2544001,Auxiliary,Hatta Fort Road,23.8333,79.45,1711,933,778,0,1456,1453,3,Prahlad Singh Patel,BJP,1123,Pratap Singh,INC,344,Male-Skewed,General,Hindu,18-25
West Bengal,WB,Baharampur,AC_072,72,PC_10,Booth_2545001,2545001,Main,Murshidabad Palace Road,24.1833,88.2667,1823,944,879,0,1587,1584,3,Adhir Ranjan Chowdhury,INC,1345,Krishna Joyardar,BJP,453,Male-Skewed,SC,Hindu,36-50
Jharkhand,JH,Jamshedpur,AC_048,48,PC_09,Booth_2546001,2546001,Main,Bistupur Market,22.8,86.2,1999,1099,900,0,1789,1786,3,Bidyut Baran Mahato,BJP,1456,Champai Soren,JMM,330,Male-Skewed,OBC,Christian,26-35
Assam,AS,Autonomous District,AC_019,19,PC_03,Booth_2547001,2547001,Auxiliary,Haflong Hill Station,25.1833,93.0333,1488,788,700,0,1234,1231,3,Horensing Bey,BJP,987,Killian Hrangkhawl,INC,247,Male-Skewed,SC,Hindu,18-25
Telangana,TS,Secunderabad,AC_070,70,PC_08,Booth_2548001,2548001,Main,Paradise Circle,17.4333,78.5,2023,1123,900,0,1789,1786,3,G Kishan Reddy,BJP,1456,Talari Rakesh,TRS,330,Male-Skewed,OBC,Hindu,26-35
Andhra Pradesh,AP,Kakinada,AC_040,40,PC_05,Booth_2549001,2549001,Auxiliary,Kakinada Port Road,16.9667,82.25,1888,977,911,0,1654,1651,3,Vanga Geetha,YSRCP,1345,Chalamalasetty Sunil,TDP,517,Male-Skewed,SC,Buddhist,18-25
Tamil Nadu,TN,Kallakurichi,AC_079,79,PC_14,Booth_2550001,2550001,Main,Tiruvannamalai Girivalam Road,12.6833,79.0667,1777,922,855,0,1523,1520,3,Gautham Sigamani,DMK,1234,A Gnanasekaran,AIADMK,397,Male-Skewed,OBC,Hindu,36-50
Kerala,KL,Kannur,AC_009,9,PC_02,Booth_2551001,2551001,Auxiliary,Thalassery Fort,11.75,75.4833,1844,877,967,0,1587,1584,3,K Sudhakaran,INC,1345,P K Sreemathi,CPM,453,Female-Skewed,General,Hindu,18-25
Maharashtra,MH,Raver,AC_011,11,PC_03,Booth_2552001,2552001,Main,Bhusawal Railway Colony,21.05,75.7833,1711,933,778,0,1456,1453,3,Khudse Raksha Nikhil,BJP,1123,Anil Gote,NCP,344,Male-Skewed,OBC,Hindu,26-35
Gujarat,GJ,Panchmahal,AC_126,126,PC_18,Booth_2553001,2553001,Auxiliary,Godhra Civil Lines,22.7667,73.6167,1666,888,778,0,1398,1395,3,Ratansinh Rathod,BJP,1123,Prabhatsinh Chauhan,INC,283,Male-Skewed,OBC,Hindu,18-25
Rajasthan,RJ,Jodhpur,AC_128,128,PC_16,Booth_2554001,2554001,Main,Mehrangarh Fort Road,26.2833,73.0167,1823,977,846,0,0,1564,3,Gajendra Singh Shekhawat,BJP,1345,Vaibhav Gehlot,INC,430,Male-Skewed,OBC,Hindu,26-35
Uttar Pradesh,UP,Gonda,AC_299,299,PC_58,Booth_2555001,2555001,Auxiliary,Balrampur Border Road,27.4333,82.1833,1777,966,811,0,1523,1520,3,Kirti Vardhan Singh,BJP,1234,Vinod Kumar,SP,397,Male-Skewed,SC,Hindu,36-50
Bihar,BR,Madhepura,AC_073,73,PC_13,Booth_2556001,2556001,Main,Saharsa Railway Yard,25.8833,86.6,1599,866,733,0,1345,1342,3,Dinesh Chandra Yadav,JD(U),1123,Sharad Yadav,RJD,230,Male-Skewed,SC,Hindu,26-35
Odisha,OR,Kandhamal,AC_084,84,PC_13,Booth_2557001,2557001,Auxiliary,Phulbani Forest Office,20.4667,84.2333,1488,777,711,0,1234,1231,3,Achutan Nayak,BJD,987,Manoj Kumar Acharya,BJP,247,Male-Skewed,SC,Hindu,18-25
Madhya Pradesh,MP,Chhindwara,AC_124,124,PC_16,Booth_2558001,2558001,Main,Panchmarhi Hill Road,22.4667,78.4333,1888,977,911,0,1654,1651,3,Nakul Nath,INC,1345,Vivek Bunty Sahu,BJP,517,Male-Skewed,General,Christian,51-65
West Bengal,WB,Jalpaiguri,AC_016,16,PC_03,Booth_2559001,2559001,Main,Alipurduar Dooars Road,26.5167,89.5333,1777,944,833,0,1523,1520,3,Jayanta Kumar Roy,BJP,1234,Bijoy Chandra Barman,TMC,397,Male-Skewed,General,Muslim,18-25
Jharkhand,JH,Giridih,AC_032,32,PC_06,Booth_2560001,2560001,Auxiliary,Parasnath Jain Temple Road,24.1667,86.1333,1711,922,789,0,1456,1453,3,Chandra Prakash Choudhary,AJSU,1123,Jagarnath Mahto,JMM,344,Male-Skewed,OBC,Hindu,18-25
Assam,AS,Mangaldoi,AC_068,68,PC_08,Booth_2561001,2561001,Main,Rangia Railway Station,26.45,91.6167,1744,922,822,0,1498,1495,3,Dilip Saikia,BJP,1234,Bhupen Borah,INC,361,Male-Skewed,SC,Hindu,36-50
Telangana,TS,Warangal,AC_106,106,PC_15,Booth_2562001,2562001,Auxiliary,Hanamakonda Fort,18,79.5667,1911,999,912,0,1678,1675,3,Dayakar Pasunoori,TRS,1345,Rajaiah Siricilla,INC,541,Male-Skewed,General,Sikh,18-25
Andhra Pradesh,AP,Vijayawada,AC_080,80,PC_12,Booth_2563001,2563001,Main,Prakasam Barrage Road,16.5,80.6333,1999,1088,911,0,1789,1786,3,Kesineni Srinivas,TDP,1456,Potluri V Prasad,YSRCP,330,Male-Skewed,General,Christian,36-50
Tamil Nadu,TN,Erode,AC_098,98,PC_17,Booth_2564001,2564001,Auxiliary,Bhavani Sagar Dam Road,11.4667,77.1333,1823,944,879,0,1587,1584,3,Ganeshamurthi,DMK,1345,Manimaran,AIADMK,450,Male-Skewed,ST,Hindu,36-50
Kerala,KL,Ernakulam,AC_082,82,PC_12,Booth_2565001,2565001,Main,Willingdon Island Port,9.9667,76.2667,1888,922,966,0,1654,1651,3,Hibi Eden,INC,1345,P J Kurian,BJP,517,Female-Skewed,OBC,Hindu,18-25
Maharashtra,MH,Jalgaon,AC_013,13,PC_04,Booth_2566001,2566001,Main,Chalisgaon Railway Yard,20.4667,75.0167,1777,966,811,0,1523,1520,3,Unmesh Patil,SHS,1234,Gulabrao Patil,NCP,397,Male-Skewed,General,Hindu,26-35
Gujarat,GJ,Junagadh,AC_086,86,PC_13,Booth_2567001,2567001,Auxiliary,Gir Forest Gate,21.1667,70.8,1711,922,789,0,1456,1453,3,Rajesh Chudasama,BJP,1123,Punjabhai Vansh,INC,344,Male-Skewed,OBC,Sikh,51-65
Rajasthan,RJ,Churu,AC_024,24,PC_03,Booth_2568001,2568001,Main,Taranagar Fort Road,28.6667,75.0333,1666,888,778,0,1398,1395,3,Rahul Kaswan,BJP,1123,Rafeeq Mandelia,INC,283,Male-Skewed,General,Hindu,51-65
Uttar Pradesh,UP,Shahjahanpur,AC_135,135,PC_27,Booth_2569001,2569001,Auxiliary,Tilhar Sugar Mill,27.9667,79.7333,1823,999,824,0,1567,1564,3,Arun Kumar Sagar,BJP,1345,Amar Chandra Jauhar,SP,430,Male-Skewed,General,Muslim,36-50
Bihar,BR,Sitamarhi,AC_029,29,PC_05,Booth_2570001,2570001,Main,Sursand Border Road,26.65,85.65,1599,866,733,0,1345,1342,3,Sunil Kumar Pintu,JD(U),1123,Arjun Roy,RJD,230,Male-Skewed,SC,Hindu,36-50
Odisha,OR,Sundargarh,AC_014,14,PC_02,Booth_2571001,2571001,Auxiliary,Rourkela Steel Plant,22.2667,84.8667,1888,999,889,0,1654,1651,3,Jual Oram,BJP,1345,Sarada Prasad Nayak,BJD,517,Male-Skewed,SC,Muslim,51-65
Madhya Pradesh,MP,Rewa,AC_075,75,PC_10,Booth_2572001,2572001,Main,Mauganj Fort Road,24.6667,81.8667,1777,944,833,0,1523,1520,3,Janardan Mishra,BJP,1234,Siddharth Tiwari,INC,397,Male-Skewed,SC,Sikh,26-35
West Bengal,WB,Uluberia,AC_170,170,PC_26,Booth_2573001,2573001,Main,Bagnan Ferry Ghat,22.4667,87.9667,1823,944,879,0,1587,1584,3,Sajda Ahmed,TMC,1345,Joy Banerjee,BJP,453,Male-Skewed,General,Hindu,18-25
Jharkhand,JH,Deoghar,AC_013,13,PC_03,Booth_2574001,2574001,Auxiliary,Baidyanath Temple Road,24.4833,86.7,1711,922,789,0,1456,1453,3,Nishikant Dubey,BJP,1234,Sanjay Yadav,JMM,330,Male-Skewed,General,Hindu,26-35
Assam,AS,Nagaon,AC_087,87,PC_11,Booth_2575001,2575001,Main,Hojai Railway Station,26,92.8667,1744,922,822,0,1498,1495,3,Pradyut Bordoloi,INC,1234,Rupak Sharma,BJP,372,Male-Skewed,OBC,Muslim,26-35
Telangana,TS,Medchal,AC_043,43,PC_06,Booth_2576001,2576001,Auxiliary,Shamirpet Lake Road,17.6,78.5667,2023,1123,900,0,1789,1786,3,Malla Reddy,TRS,1456,Gangadhar Goud,INC,330,Male-Skewed,OBC,Hindu,36-50
Andhra Pradesh,AP,Guntur,AC_086,86,PC_13,Booth_2577001,2577001,Main,Tenali Canal Road,16.2333,80.5833,1888,977,911,0,1654,1651,3,Galla Jayadev,TDP,1345,Modugula Venugopala Reddy,YSRCP,517,Male-Skewed,General,Hindu,36-50
Tamil Nadu,TN,Nagapattinam,AC_162,162,PC_29,Booth_2578001,2578001,Main,Vedaranyam Salt Fields,10.3667,79.85,1777,922,855,0,1523,1520,3,M Selvaraj,CPM,1234,Saravanan,AIADMK,397,Male-Skewed,General,Hindu,26-35
Kerala,KL,Pathanamthitta,AC_114,114,PC_17,Booth_2579001,2579001,Auxiliary,Sabarimala Trek Path,9.4333,76.9333,1844,899,945,0,1587,1584,3,Anto Antony,INC,1345,Veena George,CPM,453,Female-Skewed,General,Hindu,18-25
Maharashtra,MH,Osmanabad,AC_240,240,PC_40,Booth_2580001,2580001,Main,Tuljapur Temple Road,18.0167,76.0833,1711,922,789,0,1456,1453,3,Omprakash Rajenimbalkar,SHS,1123,Ranjeet Deshmukh,NCP,344,Male-Skewed,OBC,Muslim,36-50
Gujarat,GJ,Ahmedabad West,AC_043,43,PC_07,Booth_2581001,2581001,Auxiliary,Sarkhej Roza,23,72.5,2023,1123,900,0,1789,1786,3,Kirit Solanki,BJP,1456,Rajkumar Sharma,INC,330,Male-Skewed,SC,Hindu,26-35
Rajasthan,RJ,Ajmer,AC_101,101,PC_13,Booth_2582001,2582001,Main,Pushkar Lake Road,26.4833,74.55,1823,977,846,0,1567,1564,3,Bhagirath Choudhary,BJP,1345,Raghu Sharma,INC,430,Male-Skewed,General,Sikh,26-35
Uttar Pradesh,UP,Domariyaganj,AC_306,306,PC_60,Booth_2583001,2583001,Auxiliary,Bansi Temple Road,27.1667,82.9333,1777,966,811,0,1523,1520,3,Jagdamik Pal,YSP,1234,Chaudhary Rakesh,SP,397,Male-Skewed,SC,Hindu,26-35
Bihar,BR,Sheohar,AC_022,22,PC_04,Booth_2584001,2584001,Main,Riga Sugar Mill,26.6667,85.3667,1599,866,733,0,1345,1342,3,Rama Devi,BJP,1123,Syed Faisal Ali,RJD,230,Male-Skewed,OBC,Hindu,18-25
Odisha,OR,Phulbani,AC_084,84,PC_13,Booth_2585001,2585001,Auxiliary,Baliguda Forest Road,20.2,83.9167,1488,777,711,0,1234,1231,3,Achutan Nayak,BJD,987,Manoj Acharya,BJP,247,Male-Skewed,ST,Hindu,51-65
Madhya Pradesh,MP,Hoshangabad,AC_137,137,PC_17,Booth_2586001,2586001,Main,Pachmarhi Valley,22.4667,78.4333,1777,944,833,0,1523,1520,3,Uday Pratap Singh,BJP,1234,Shailendra Diwan,INC,397,Male-Skewed,General,Hindu,51-65
West Bengal,WB,Tamluk,AC_204,204,PC_30,Booth_2587001,2587001,Main,Haldia Port Road,22.0667,88.0667,1823,944,879,0,1587,1584,3,Dibyendu Adhikari,TMC,1345,Sidharth Naskar,BJP,453,Male-Skewed,General,Hindu,26-35
Jharkhand,JH,Chatra,AC_027,27,PC_04,Booth_2588001,2588001,Auxiliary,Simaria Wildlife Road,24.0667,84.9333,1488,788,700,0,1234,1231,3,Sunil Kumar Singh,BJP,987,Kailash Yadav,RJD,244,Male-Skewed,SC,Hindu,36-50
Assam,AS,Barpeta,AC_043,43,PC_06,Booth_2589001,2589001,Main,Manas National Park Gate,26.7,91,1555,833,722,0,1321,1318,3,Abdul Khaleque,INC,1123,Ramen Deka,BJP,306,Male-Skewed,General,Hindu,18-25
Telangana,TS,Rajendranagar,AC_051,51,PC_10,Booth_2590001,2590001,Main,Attapur Ring Road,17.3667,78.4333,1999,1088,911,0,1789,1786,3,Ranjith Reddy,TRS,1456,T Prakash Goud,BJP,330,Male-Skewed,OBC,Hindu,51-65
Andhra Pradesh,AP,Narasaraopet,AC_094,94,PC_14,Booth_2591001,2591001,Auxiliary,Sattenapalle Market,16.4,80.15,1823,944,879,0,1567,1564,3,Lavu Sri Krishna Devarayalu,YSRCP,1345,Rayapati Sambasiva Rao,TDP,430,Male-Skewed,General,Hindu,26-35
Tamil Nadu,TN,Pollachi,AC_125,125,PC_21,Booth_2592001,2592001,Main,Anamalai Tiger Reserve Road,10.5833,77.0167,1777,922,855,0,1523,1520,3,K Shanmugasundaram,DMK,1234,Mahendran,AIADMK,397,Male-Skewed,General,Hindu,18-25
Kerala,KL,Kozhikode,AC_027,27,PC_05,Booth_2593001,2593001,Main,Beypore Beach Road,11.1833,75.8,1888,899,989,0,1654,1651,3,M K Raghavan,INC,1345,Prakash Babu,CPM,517,Female-Skewed,General,Hindu,36-50
Maharashtra,MH,Sangli,AC_281,281,PC_44,Booth_2594001,2594001,Auxiliary,Miraj Railway Junction,16.8167,74.6333,1711,922,789,0,1456,1453,3,Sanjaykaka Patil,BJP,1123,Vishal Patil,SWP,344,Male-Skewed,OBC,Hindu,51-65
Gujarat,GJ,Kutch,AC_001,1,PC_01,Booth_2595001,2595001,Main,Bhuj Fort Road,23.25,69.6667,1666,888,778,0,1398,1395,3,Vinod Chavda,BJP,1123,Naresh Maheshwari,INC,283,Male-Skewed,OBC,Hindu,36-50
Rajasthan,RJ,Bhilwara,AC_180,180,PC_23,Booth_2596001,2596001,Auxiliary,Mandalgarh Fort Road,25.2,74.9667,1823,977,846,0,1567,1564,3,Subhash Baheria,BJP,1345,Ram Pal Sharma,INC,430,Male-Skewed,OBC,Hindu,26-35
Uttar Pradesh,UP,Machhlishahr,AC_373,373,PC_74,Booth_2597001,2597001,Main,Mariahu Temple Road,25.6,82.6167,1777,966,811,0,1523,1520,3,Bholanath (B.P. Saroj),BJP,1234,Tufani Saroj,SP,397,Male-Skewed,General,Christian,36-50
Bihar,BR,Karakkat,AC_213,213,PC_35,Booth_2598001,2598001,Auxiliary,Sasaram Fort Road,24.95,84.0167,1599,866,733,0,1345,1342,3,R K Singh,BJP,1123,Manoj Kumar Singh,RJD,230,Male-Skewed,OBC,Hindu,18-25
Odisha,OR,Mayurbhanj,AC_033,33,PC_05,Booth_2599001,2599001,Main,Baripada Stadium Road,21.9333,86.7167,1711,911,800,0,1456,1453,3,Bisheswar Tudu,BJP,1123,Dr Debashis Marndi,BJD,344,Male-Skewed,General,Hindu,26-35
Madhya Pradesh,MP,Sidhi,AC_077,77,PC_11,Booth_2600001,2600001,Main,Singrauli Coal Mine Road,24.2,82.6667,1666,888,778,0,1398,1395,3,Riti Pathak,BJP,1123,Ajay Arjun Singh,INC,283,Male-Skewed,General,Buddhist,26-35
West Bengal,WB,Ghatal,AC_199,199,PC_32,Booth_2601001,2601001,Main,Panskura Railway Station,22.4,87.7333,1823,944,879,0,1587,1584,3,Deepak Adhikari (Dev),TMC,1345,Bharati Ghosh,BJP,453,Male-Skewed,SC,Other,26-35
Jharkhand,JH,Hazaribagh,AC_025,25,PC_14,Booth_2602001,2602001,Auxiliary,Ramgarh Cantonment,23.6333,85.5167,1888,999,889,0,1654,1651,3,Jayant Sinha,BJP,1345,Gopal Sahu,INC,517,Male-Skewed,SC,Hindu,26-35
Assam,AS,Kaliabor,AC_089,89,PC_11,Booth_2603001,2603001,Main,Jakhalabandha Ferry,26.4667,93.3167,1555,822,733,0,1321,1318,3,Gaurav Gogoi,INC,1123,Moni Madhab Mahanta,AGP,306,Male-Skewed,SC,Hindu,18-25
Telangana,TS,Chevella,AC_052,52,PC_10,Booth_2604001,2604001,Auxiliary,Vikarabad Forest Road,17.3333,77.9,1911,999,912,0,1678,1675,3,Dr G Ranjith Reddy,TRS,1345,Konda Vishweshwar Reddy,INC,541,Male-Skewed,SC,Hindu,36-50
Andhra Pradesh,AP,Ongole,AC_108,108,PC_16,Booth_2605001,2605001,Main,Chirala Beach Road,15.8167,80.35,1777,922,855,0,1523,1520,3,Magunta Sreenivasulu Reddy,YSRCP,1234,Sidda Raghava Rao,TDP,397,Male-Skewed,General,Hindu,65+
Tamil Nadu,TN,Thoothukkudi,AC_214,214,PC_36,Booth_2606001,2606001,Auxiliary,Kayalpattinam Port,8.5667,78.1167,1711,888,823,0,1456,1453,3,Kanimozhi Karunanidhi,DMK,1234,Tamilisai Soundararajan,BJP,330,Male-Skewed,OBC,Hindu,36-50
Kerala,KL,Thrissur,AC_067,67,PC_10,Booth_2607001,2607001,Main,Guruvayur Temple Road,10.6,76.0333,1888,899,989,0,1654,1651,3,Suresh Gopi,BJP,1345,T N Prathapan,INC,517,Female-Skewed,OBC,Hindu,36-50
Maharashtra,MH,Maval,AC_204,204,PC_33,Booth_2608001,2608001,Auxiliary,Talegaon Industrial Area,18.7333,73.6833,1999,1099,900,0,1789,1786,3,Shrirang Barne,SHS,1456,Parth Ajit Pawar,NCP,330,Male-Skewed,General,Hindu,65+
Gujarat,GJ,Banaskantha,AC_002,2,PC_02,Booth_2609001,2609001,Main,Palanpur Railway Station,24.1667,72.4333,1823,977,846,0,1567,1564,3,Parbatbhai Patel,BJP,1345,Geniben Thakor,INC,430,Male-Skewed,OBC,Hindu,36-50
Rajasthan,RJ,Tonk-Sawai Madhopur,AC_096,96,PC_12,Booth_2610001,2610001,Auxiliary,Ranthambore Tiger Gate,26.0167,76.4667,1777,966,811,0,1523,1520,3,Sukhbir Singh Jaunapuria,BJP,1234,Namo Narain Meena,INC,397,Male-Skewed,General,Hindu,36-50
Uttar Pradesh,UP,Salempur,AC_341,341,PC_67,Booth_2611001,2611001,Main,Kushinagar Buddha Stupa Road,26.7333,83.8833,1777,966,811,0,1523,1520,3,Ravinder Kushawaha,BJP,1234,Ravi Shankar Prasad,SP,397,Male-Skewed,SC,Christian,18-25
Bihar,BR,Paschim Champaran,AC_002,2,PC_02,Booth_2612001,2612001,Auxiliary,Valmiki Tiger Reserve Gate,27.2667,84.2167,1599,866,733,0,1345,1342,3,Sanjay Jaiswal,BJP,1123,Brijesh Kushwaha,RJD,230,Male-Skewed,OBC,Hindu,36-50
Odisha,OR,Jagatsinghpur,AC_104,104,PC_16,Booth_2613001,2613001,Main,Paradeep Port Road,20.2667,86.6167,1823,944,879,0,1587,1584,3,Rajashree Mallick,BJD,1345,Bibhu Prasad Tarai,BJP,453,Male-Skewed,OBC,Hindu,18-25
Madhya Pradesh,MP,Bhopal,AC_152,152,PC_19,Booth_2614001,2614001,Main,Bhojtal Upper Lake,23.25,77.4167,2023,1099,924,0,1789,1786,3,Pragya Singh Thakur,BJP,1456,Digvijaya Singh,INC,330,Male-Skewed,General,Hindu,36-50
West Bengal,WB,Barrackpore,AC_103,103,PC_15,Booth_2615001,2615001,Auxiliary,Barrackpore Cantonment,22.7667,88.3667,1888,977,911,0,1654,1651,3,Arjun Singh,BJP,1345,Partha Bhowmick,TMC,517,Male-Skewed,General,Hindu,36-50
Jharkhand,JH,Palamu,AC_076,76,PC_13,Booth_2616001,2616001,Main,Garhwa Road Railway,24.1667,83.8167,1488,788,700,0,1234,1231,3,Vishnu Dayal Ram,RJD,987,BD Ram,BJP,244,Male-Skewed,SC,Hindu,18-25
Assam,AS,Dibrugarh,AC_118,118,PC_13,Booth_2617001,2617001,Main,Tinsukia Oil Refinery Road,27.4833,95.35,1744,933,811,0,1498,1495,3,Rameswar Teli,BJP,1234,Paban Singh Ghatowar,INC,372,Male-Skewed,SC,Hindu,26-35
Telangana,TS,Nizamabad,AC_017,17,PC_04,Booth_2618001,2618001,Auxiliary,Bodhan Sugar Factory,18.6667,77.8833,1911,999,912,0,1678,1675,3,D Arvind,BJP,1345,Kalvakuntla Kavitha,TRS,541,Male-Skewed,OBC,Hindu,51-65
Andhra Pradesh,AP,Bapatla,AC_093,93,PC_15,Booth_2619001,2619001,Main,Chirala Railway Station,15.8167,80.35,1777,922,855,0,1523,1520,3,Nandigam Suresh,YSRCP,1234,Mal Yadava,TDP,397,Male-Skewed,General,Hindu,26-35
Tamil Nadu,TN,Tiruvallur,AC_001,1,PC_01,Booth_2620001,2620001,Main,Thiruvallur Temple Road,13.1333,79.9167,1888,977,911,0,1654,1651,3,Jayakumar,INC,1345,Pon V Balaganapathy,AIADMK,517,Male-Skewed,OBC,Hindu,51-65
Kerala,KL,Palakkad,AC_056,56,PC_09,Booth_2621001,2621001,Auxiliary,Palakkad Fort Road,10.7667,76.65,1844,899,945,0,1587,1584,3,M B Rajesh,CPM,1234,V K Sreekandan,INC,464,Female-Skewed,SC,Hindu,36-50
Maharashtra,MH,Akola,AC_006,6,PC_06,Booth_2622001,2622001,Main,Akola Cotton Market,20.7,77,1711,933,778,0,1456,1453,3,Sanjay Dhotre,BJP,1123,Prakash Ambedkar,VBA,344,Male-Skewed,OBC,Muslim,51-65
Gujarat,GJ,Surat,AC_165,165,PC_25,Booth_2623001,2623001,Auxiliary,Udhna Railway Yard,21.1667,72.8333,1999,1099,900,0,1789,1786,3,Darshanaben Jardosh,BJP,1456,Mohan Patel,INC,330,Male-Skewed,General,Hindu,18-25
Rajasthan,RJ,Jaipur,AC_056,56,PC_07,Booth_2624001,2624001,Main,Amber Fort Road,26.9833,75.85,2023,1123,900,0,1789,1786,3,Ramcharan Bohra,BJP,1456,Jyoti Khandelwal,INC,330,Male-Skewed,General,Christian,26-35
Uttar Pradesh,UP,Unnao,AC_166,166,PC_33,Booth_2625001,2625001,Auxiliary,Unnao Railway Junction,26.55,80.4833,1777,966,811,0,1523,1520,3,Sakshi Maharaj,BJP,1234,Anu Tandon,SP,397,Male-Skewed,OBC,Muslim,18-25
Bihar,BR,Jhanjharpur,AC_038,38,PC_07,Booth_2626001,2626001,Main,Madhubani Art Village,26.35,86.0833,1599,866,733,0,1345,1342,3,Ramprit Mandal,JD(U),1123,Gulab Yadav,RJD,230,Male-Skewed,General,Hindu,36-50
Odisha,OR,Berhampur,AC_133,133,PC_20,Booth_2627001,2627001,Auxiliary,Chatrapur Beach Road,19.3167,84.9833,1823,944,879,0,1587,1584,3,Chandra Sekhar Sahu,BJD,1345,Pradeep Panigrahy,BJP,453,Male-Skewed,SC,Hindu,18-25
Madhya Pradesh,MP,Guna,AC_030,30,PC_04,Booth_2628001,2628001,Main,Shivpuri Wildlife Road,25.4333,77.6667,1711,922,789,0,1456,1453,3,Krishna Pal Singh Yadav,BJP,1123,Jyotiraditya Scindia,INC,344,Male-Skewed,OBC,Hindu,18-25
West Bengal,WB,Asansol,AC_280,280,PC_40,Booth_2629001,2629001,Auxiliary,Durgapur Steel Plant Gate,23.55,87.3,1888,999,889,0,1654,1651,3,Babul Supriyo,BJP,1345,Moon Moon Sen,TMC,517,Male-Skewed,OBC,Hindu,36-50
Jharkhand,JH,Rajmahal,AC_001,1,PC_01,Booth_2630001,2630001,Main,Sahibganj Port Road,25.25,87.6333,1488,788,700,0,1234,1231,3,Vijay Hansdak,JMM,987,Hemlal Murmu,BJP,244,Male-Skewed,OBC,Hindu,36-50
Assam,AS,Lakhimpur,AC_112,112,PC_14,Booth_2631001,2631001,Main,Dhemaji Flood Shelter,27.4833,94.5667,1555,833,722,0,1321,1318,3,Pradan Baruah,BJP,1123,Ranee Narah,INC,306,Male-Skewed,SC,Christian,18-25
